gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4133793047,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/166185971,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.195605,-123.128344,26582,,,,,,2023-06-07T20:27:09,7,6,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,166185971,,kairune,2023-06-08T03:33:27,CC_BY_NC_4_0,kairune,kairune,,,2024-04-13T14:22:20.385Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4162243437,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/171229890,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,51.97586,-122.411954,8,,,,,,2023-06-28T00:11:33,28,6,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,171229890,,Julia Carr,2023-07-05T16:34:03,CC0_1_0,Julia Carr,Julia Carr,,,2024-04-13T15:05:44.111Z,Sound;Sound,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4516236370,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/197307801,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,54.531307,-124.104518,4038,,,,,,2023-12-11T16:44:35,11,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,197307801,,wheelhomie,2024-01-22T13:12:12,CC_BY_NC_4_0,wheelhomie,wheelhomie,,,2024-04-13T13:37:30.864Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507924764,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195021255,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,53.804782,-123.05598,2,,,,,,2023-12-01T04:10,1,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195021255,,S.Wolf,2023-12-27T23:09:26,CC_BY_NC_4_0,S.Wolf,S.Wolf,,,2024-04-13T14:26:24.948Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4453763061,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/192205171,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.292651,-123.139707,17,,,,,,2023-11-26T06:12:19,26,11,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,192205171,,Guerric Haché,2023-11-26T14:29:35,CC0_1_0,Guerric Haché,Guerric Haché,,,2024-04-13T13:39:51.808Z,StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4500830157,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/193929699,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,54.709517,-127.039307,19,,,,,,2023-12-13T20:52:30,13,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,193929699,,David Bradford,2023-12-14T05:52:17,CC_BY_NC_4_0,David Bradford,David Bradford,,,2024-04-13T13:36:55.361Z,StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4438932172,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/189893727,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.286818,-123.038952,231,,,,,,2023-11-03T11:05,3,11,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,189893727,,hdcooper,2023-11-03T21:47:46,CC_BY_NC_4_0,hdcooper,hdcooper,,,2024-04-13T14:26:16.828Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4596932650,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/201981323,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.238721,-122.806037,61,,,,,,2023-05-03T09:39,3,5,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,201981323,,Derek @ my.tlahutum,2024-03-10T22:45:30,CC_BY_NC_4_0,Derek @ my.tlahutum,Derek @ my.tlahutum,,,2024-04-13T13:39:16.981Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4597043352,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/202239544,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.238422,-122.812963,15,,,,,,2024-03-11T09:34,11,3,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,202239544,,Derek @ my.tlahutum,2024-03-13T03:23:40,CC_BY_NC_4_0,Derek @ my.tlahutum,Derek @ my.tlahutum,,,2024-04-13T13:39:05.832Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510170462,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195893562,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.141017,-123.194778,4,,,,,,2024-01-04T16:56:18,4,1,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195893562,,mattbakken,2024-01-06T03:49:41,CC_BY_NC_4_0,mattbakken,mattbakken,,,2024-04-13T13:37:12.836Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4458683789,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/192879577,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.069754,-123.136007,4,,,,,,2023-11-18T15:16,18,11,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,192879577,,Josiah Smith,2023-12-03T01:51:40,CC_BY_NC_4_0,Josiah Smith,Josiah Smith,,,2024-04-13T13:40:18.958Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507662776,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195025631,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,53.804811,-123.055976,2,,,,,,2023-12-21T01:30,21,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195025631,,S.Wolf,2023-12-28T00:05:23,CC_BY_NC_4_0,S.Wolf,S.Wolf,,,2024-04-13T15:08:23.576Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4510388686,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195950788,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.369837,-123.078108,4,,,,,,2024-01-06T10:36:53,6,1,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195950788,,moica8,2024-01-06T19:35:15,CC_BY_NC_4_0,moica8,moica8,,,2024-04-13T13:37:31.743Z,StillImage;StillImage;StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4424684018,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/186769249,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.281905,-122.834911,103,,,,,,2023-10-03T16:51:22,3,10,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,186769249,,Frank Lin,2023-10-08T22:24:25,CC_BY_NC_4_0,Frank Lin,Frank Lin,,,2024-04-13T13:35:55.729Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4535760031,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/201256354,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.237405,-122.792095,15,,,,,,2024-01-03T11:52,3,1,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,201256354,,Derek @ my.tlahutum,2024-03-04T13:52:54,CC_BY_NC_4_0,Derek @ my.tlahutum,Derek @ my.tlahutum,,,2024-04-13T13:39:34.623Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4597455573,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/202735878,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.111692,-123.146294,4,,,,,,2024-03-16T10:56:45,16,3,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,202735878,,Allisa,2024-03-16T23:18:07,CC_BY_NC_4_0,Allisa,Allisa,,,2024-04-13T14:26:54.899Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4075778406,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/152207461,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.237238,-122.922517,31,,,,,,2023-02-03T10:34,3,2,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,152207461,,L/Dbert,2023-03-25T04:33:25,CC_BY_NC_4_0,L/Dbert,L/Dbert,,,2024-04-13T14:17:51.382Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4430708427,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187979037,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.89124,-119.328182,243,,,,,,2023-10-17T13:46:31,17,10,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,187979037,,NatureAppreciation,2023-10-18T02:42:13,CC_BY_NC_4_0,NatureAppreciation,NatureAppreciation,,,2024-04-13T13:35:47.245Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4465524707,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/193577702,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.30299,-123.143721,977,,,,,,2023-11-04T14:52,4,11,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,193577702,,yx-kuri,2023-12-10T08:15:46,CC_BY_NC_4_0,yx-kuri,yx-kuri,,,2024-04-13T13:36:40.571Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4507666723,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195021265,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,53.804838,-123.057477,2,,,,,,2023-12-04T12:10,4,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195021265,,S.Wolf,2023-12-27T23:09:27,CC_BY_NC_4_0,S.Wolf,S.Wolf,,,2024-04-13T15:11:06.748Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4528057898,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/200456448,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.258599,-123.060151,6,,,,,,2024-02-24T21:46,24,2,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,200456448,,disneysburnvan1324,2024-02-25T23:33:59,CC_BY_NC_4_0,disneysburnvan1324,disneysburnvan1324,,,2024-04-13T13:41:51.288Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4096628713,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/156507789,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.174315,-123.116929,122,,,,,,2023-04-04T13:50,4,4,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,156507789,,Norm Conrad,2023-04-25T00:51:12,CC_BY_NC_4_0,Norm Conrad,Norm Conrad,,,2024-04-13T13:29:04.250Z,StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4500865748,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/194152216,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.205839,-116.972393,122,,,,,,2023-11-14T06:52,14,11,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,194152216,,jim22lawrence,2023-12-17T00:54:33,CC_BY_NC_4_0,jim22lawrence,jim22lawrence,,,2024-04-13T13:36:46.963Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4161992140,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/172623057,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,56.203842,-121.496761,7365,,,,,,2023-07-12T08:02:41,12,7,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,172623057,,Sean Vanderluit,2023-07-13T04:01:21,CC_BY_NC_4_0,Sean Vanderluit,Sean Vanderluit,,,2024-04-13T14:21:56.587Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4062971224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/150993966,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.143709,-121.896637,15,,,,,,2023-03-09T11:08,9,3,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,150993966,,Sean Daniels,2023-03-13T01:12:37,CC_BY_NC_4_0,Sean Daniels,Sean Daniels,,,2024-04-13T13:29:34.670Z,StillImage;StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4029215498,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/147741588,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.888494,-119.320498,340,,,,,,2023-01-30T12:48:28,30,1,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,147741588,,NatureAppreciation,2023-01-31T03:30:52,CC_BY_NC_4_0,NatureAppreciation,NatureAppreciation,,,2024-04-13T14:16:45.924Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4525213722,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/199621037,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.767686,-119.764082,85,,,,,,2024-02-17T10:45,17,2,2024,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,199621037,,Julia Housden Proulx,2024-02-18T00:38:31,CC_BY_NC_4_0,Julia Housden Proulx,Julia Housden Proulx,,,2024-04-13T15:11:37.941Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4067676560,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/151774819,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.253021,-123.164735,125,,,,,,2023-01-09T14:42:39,9,1,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,151774819,,harperk,2023-03-20T23:06:10,CC_BY_NC_4_0,harperk,harperk,,,2024-04-13T14:17:35.964Z,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4500621197,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/194286004,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.114666,-122.546174,2,,,,,,2023-12-17T13:33,17,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,194286004,,Josiah Smith,2023-12-18T16:09:23,CC_BY_NC_4_0,Josiah Smith,Josiah Smith,,,2024-04-13T14:26:22.551Z,StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4102751714,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/157950916,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.178437,-123.136,10131,,,,,,2023-04-29T08:44:53,29,4,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,157950916,,canuck73,2023-04-30T04:50:15,CC_BY_NC_4_0,canuck73,canuck73,,,2024-04-13T13:29:01.681Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4424420817,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/186459581,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.405808,-119.89193,20,,,,,,2023-08-22T11:32,22,8,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,186459581,,Nathan Earley,2023-10-06T21:25:10,CC0_1_0,Nathan Earley,Nathan Earley,,,2024-04-13T13:35:09.011Z,StillImage;StillImage;StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4512098888,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/195860060,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.199975,-121.790536,570,,,,,,2023-12-30T15:02,30,12,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,195860060,,Sean Daniels,2024-01-05T19:49:19,CC_BY_NC_4_0,Sean Daniels,Sean Daniels,,,2024-04-13T13:37:55.117Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4067422379,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/151669543,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,50.216412,-120.491837,7,,,,,,2023-03-19T15:46:23,19,3,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,151669543,,llats,2023-03-19T23:12:16,CC_BY_NC_4_0,llats,llats,,,2024-04-13T14:18:23.657Z,StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4416841621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/184215281,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,53.803713,-123.058934,2,,,,,,2023-09-13T09:05,13,9,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,184215281,,S.Wolf,2023-09-21T03:58:07,CC_BY_NC_4_0,S.Wolf,S.Wolf,,,2024-04-13T14:25:20.115Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4430642038,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/187848605,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.305779,-122.915161,800,,,,,,2023-05-23T19:49,23,5,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,187848605,,John D Reynolds,2023-10-17T01:00:42,CC_BY_4_0,John D Reynolds,John D Reynolds,,,2024-04-13T14:27:01.193Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4405517029,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/180698543,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans,,SPECIES,"Canis latrans Say, 1823",Canis latrans,,CA,,British Columbia,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.599954,-120.774012,15,,,,,,2023-08-28T16:40,28,8,2023,5219153,5219153,HUMAN_OBSERVATION,iNaturalist,Observations,180698543,,Shirley Morrison,2023-08-28T23:52:14,CC_BY_NC_4_0,Shirley Morrison,Shirley Morrison,,,2024-04-13T14:25:46.802Z,StillImage;StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
